,Station_No,Business_ID,Business_Name,Category,Review_Count,Rating,Phone_No,Address,Distance,Business_Hours
34,2,530KtigDIii-kLvbfYvxpQ,YuGo,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]",12,4.3,+442890319715,3 Wellington Street,132.13498819349337,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
35,2,5fjrK7NHjRlwND_d3tGdOQ,Coppi,"[{'alias': 'italian', 'title': 'Italian'}]",42,4.4,+442890311959,St Anne's Square,764.0141557559665,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
36,2,uGsrQXxsMUYUlcGUCOaSmw,Kelly's Cellars,"[{'alias': 'pubs', 'title': 'Pubs'}]",74,4.4,+442890246058,30-32 Bank Street,270.6112157842152,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
37,2,PmSsn9aHkvOlyG90BX7I-w,Chubby Cherub,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",31,4.1,+442890312964,11 Chichester Street,186.11904835344868,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
38,2,4P6gNrUG3Hb8j4Aing_WGg,La Taquería,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",10,4.7,+447748786654,53 Castle Street,260.3077287642384,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '2100', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
39,2,tZ8knwrXSgwn5U6asDVttw,Fratelli Belfast,"[{'alias': 'italian', 'title': 'Italian'}]",59,3.9,+442890310862,60 Great Victoria's Street,409.7206033748003,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
40,3,6SvhLYJZ4G-vTy2CJHjbCA,Darcy's Restaurant,"[{'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",59,4.4,+442890324040,10 Bradbury Place,130.43543134851362,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2330', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
41,3,CreEB3F7wi9vrGn4vIVDeg,Lavery's,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",67,4.1,+442890871106,12-18 Bradbury Place,126.58665790553667,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
42,3,kpMUPckSfL0yBW-9FrIfSw,Holohans Pantry,"[{'alias': 'irish', 'title': 'Irish'}]",22,4.5,+442890291103,43 University Road,238.6212922573775,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
43,3,81jxixTvIjuFd00qDNZasg,Boojum,"[{'alias': 'mexican', 'title': 'Mexican'}]",75,4.3,+442890315334,67-69 Botanic Avenue,196.6830543761578,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
44,3,nQF5oRayGouGcxvMycu1mA,Barking Dog Restaurant,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",95,4.5,+442890661885,33-35 Malone Road,857.2376164782299,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
45,3,Mxc9HXThRtLRHuevG_yVoA,The Woodworkers,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",31,4.3,+442890871106,20-22 Bradbury Place,136.09113687587362,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0130', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
46,3,eyGs1JGMf-wTxGM0q0wa-A,Town Square,"[{'alias': 'food', 'title': 'Food'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",46,4.4,+447938244851,45 Botanic Avenue,155.88993931033215,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
47,3,BZD8pFYqJgU74TMmpWl14A,Made In Belfast,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'british', 'title': 'British'}, {'alias': 'modern_european', 'title': 'Modern European'}]",197,4.3,+442895458120,Units 1 & 2 Wellington Buildings,946.9705565122568,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
48,3,45-1vRZAZGqfF1QHFRdbAw,Kitch Restaurant,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",54,4.7,+442890333353,61-63 Dublin Road,396.37754053309334,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
49,3,ipdhJLGAO8kBALIhvhITgQ,Villa Italia,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",57,3.9,+442890328356,39-41 University Road,228.46422600532642,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
50,3,o9rwvObbkZ_2PnMRdCE8vg,Sakura,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",43,4.1,+442890439590,82 Botanic Avenue,230.2809477237461,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1400', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
51,3,Fz2N5iiyqEmmP-oV03klfg,Maggie Mays,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",80,3.8,+442890322662,50 Botanic Avenue,183.74084074253835,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
52,3,8Cr0mRLz0zcKQOtaKoRyRg,Kathmandu Kitchen,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",17,4.7,+442890249264,11 Botanic Avenue,153.92227586206255,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
53,3,KyORDmk6wEFbnfwBpArZTg,Molly's Yard,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'pubs', 'title': 'Pubs'}]",40,4.3,+442890322600,1 College Green Mews,342.755475143484,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
54,3,QI8ViBcIByE1hMVpsZmNmg,French Village,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",41,3.9,+442890313248,99 Botanic Avenue,285.94040208018407,"[{'open': [{'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
55,3,Gwx3e1X9kcFYnpi9CH884w,Scalini Restaurant,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",36,3.8,+442890320303,85 Botanic Avenue,223.39561649740799,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
56,3,Z9yLseD1d9RwlMvajRVYHg,Empire Music Hall,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",48,4.2,+442890249276,42 Botanic Avenue,180.84689716175217,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
57,3,66VZCVjlcTeJR33rmUylJg,Lee Garden,"[{'alias': 'chinese', 'title': 'Chinese'}]",24,3.8,+442890278882,14-18 Botanic Avenue,180.22580258179178,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
58,3,3aR2NiUYbmWI_kvKJnv2Ow,Zen Japanese Restaurant,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",68,4.3,+442890232244,55-59 Adelaide Street,788.0077637922407,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1330', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
59,3,4ux9NQi6U2zuVIMmy327eg,Howard St,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}]",22,4.8,+442890248362,56 Howard Street,849.1022960833676,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
